शब्द	मूल	पर्याय	मूल भाषा में	रूप	Regex	Reference
हलफनामा	अरबी	शपथपत्र				वह थोड़ी-सी सेना जो लश्कर के आगे चलती है; सेना का अगला भाग; सिपाहियों का वह दल जो फ़ौज में सबसे आगे रहता है; इस प्रकार आगे चलने वाली सेना के सेनापति।
हलवा	अरबी	मोहनभोग		हलुआ		
हलीम	अरबी	सहनशील, गम्भीर, शांत, मुहर्रम की खिचड़ी				
हवस	अरबी	कामना, कामवासना, बुद्धिविकार				
हवसी	अरबी	विषयी, व्यभिचारी, कामातुर				
हवा	अरबी	वायु, पवन, समीर, अनिल, गति		हवाएं, हवाओ, हवाओं, हवाए		
हवाला	अरबी	सन्दर्भ, उदाहरण, उल्लेख, दृष्टान्त				
हवालाबाज	अरबी	???		हवालाबाजो, हवालाबाजों		
हवाले	अरबी	हस्तान्तरण				
हसरत	अरबी	कामना		हसरतें, हसरतों		
हसीन	अरबी	सुन्दर				
हसीना	अरबी	सुन्दरी				
हश्र	अरबी	अन्त, दशा				
हाइकोर्ट्	आङ्ग्लभाषा	उच्च न्यायलय	highcourt	हाईकोर्ट, हाइकोर्ट		
हाईवे	आङ्ग्लभाषा	राजमार्ग, मुख्यमार्ग, राजपथ, 	highway			
हाउस्	आङ्ग्लभाषा	घर, गृह, 	house	हाउस		
हाकिम	अरबी	शासक, प्रधान				
हाजमा	अरबी	पाचनक्रिया, पाचनशक्ति				
हाजिर	अरबी	उपस्थित, प्रस्तुत				
हाजिरी	अरबी	उपस्थिति				
हादसा	अरबी	दुर्घटना, अकस्मात		हादसे, हादसें, हादसों , हादसो		
हादी	अरबी	मार्गदर्शक				
हायर्	आङ्ग्लभाषा	प्रयुज्, नियुज्, उच्चतर, 	hire / higher	हायर		
हार्ट्	आङ्ग्लभाषा	हृदय	heart	हार्ट		
हाल	अरबी	अवस्था, दशा, परिस्थिति, वर्तमान				
हालत	अरबी	अवस्था, दशा, परिस्थिति		हालतें, हालते		
हालात	अरबी	स्थितियां, परिस्थितियां		हालातों, हालातो		
हालांकि	अरबी+फारसी	यद्यपि		हालाँकि, हालाकि		
हालिया	अरबी	वर्तमान				
हास्पिटल्	आङ्ग्लभाषा	चिकित्सालय	hospital	हास्पिटल		
हासिल	अरबी	प्राप्त				
हिज्र	अरबी	वियोग				
हिजड़ा	उर्दू	नपुंसक		हिजड़े, हिजड़ों		
हिदायत	अरबी	उपदेश, अनुदेश, आज्ञा		हिदायतें		
हिफ़ाज़त	अरबी	रक्षा, सुरक्षा,		हिफ़ाजतो, हिफ़ाजतों		
हिम्मत	अरबी	साहस, वीरता, पौरुष, पराक्रम		हिम्मते , हीम्मत		
हिरासत	अरबी	अभिरक्षा				
हिरासाँ	फारसी	निराश, भयभीत,				
हिस्सा	अरबी	भाग, अंश		हिस्से , हिस्सों		
हिस्सेदार	अरबी+फारसी	सहभागी, अंशधारी, साथी				
हिस्सेदारी	अरबी+फारसी	सहभागिता, सहकारिता				
हिसाब	अरबी	गणित, गणना, तर्क, लेखा-जोखा				
हुक्म	अरबी	आदेश		हुकम, हुकुम, हुकूम,		
हुक्मरान	अरबी+फारसी	शासक		हुक्मराँ, हुक्मरानो, हुक्मरानों		
हुकूमत	अरबी	शासन, राज्य, अधिकार, प्रभुत्व		हकूमत		
हुजूम	अरबी	जनसमूह,				
हुज़ूर	अरबी	श्रीमान, महोदय				
हुनर	फारसी	गुण, योग्यता, कौशल				
हुलिया	अरबी	मुखाकृति				
हुस्न	अरबी	सौन्दर्य, सुन्दरता				
हूबहू	अरबी+फारसी	???				
हेड्मास्टर्	आङ्ग्लभाषा	प्रधानाध्यापक	headmaster 	हेडमास्टर, हेडमास्टर्		
हेल्थ्	आङ्ग्लभाषा	स्वास्थ्य	health	हेल्थ		
हैरत	अरबी	आश्चर्य				
